Region,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Russian Federation,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2163.53307,2136.444268,1959.348086,1799.795292,1596.3903,1548.252185,1521.658005,1414.791763,1406.588154,1442.981854,1474.394287,1474.669977,1465.851034,1493.895749,1488.20149,1481.897136,1537.702664,1533.725251,1553.838333,1440.681104,1529.228168,1604.742898,1607.949744,1568.533162,1551.605133,1534.458233,1510.557598,1536.770876,1587.024454,..
Serbia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.906503,52.202448,47.991939,42.718086,38.904648,44.548887,51.652141,56.314932,56.209743,40.010128,42.93935,45.002762,48.581164,52.145004,56.345334,50.320015,52.464943,51.238268,49.905475,45.955643,45.61019,49.775918,44.570331,45.373816,38.053559,44.472327,45.495676,46.148113,44.793084,..
Tajikistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.018172,10.171663,7.489935,5.020133,2.937321,2.459615,2.21569,2.495772,2.756881,2.529902,2.176522,2.115829,2.084936,2.093826,2.502434,2.347227,2.54852,3.114771,2.948035,2.309775,2.302905,2.41822,2.892174,3.007117,4.021592,4.211795,5.428489,5.843657,6.79662,..
Turkmenistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.646104,37.78844,27.652091,26.186735,32.583931,33.255953,29.507358,29.760447,30.413274,35.5873,36.666283,37.905737,39.733679,44.234482,46.599487,48.103296,49.211939,55.833112,56.460956,49.95901,56.919769,61.794766,64.093541,65.505009,67.015966,69.104583,68.971578,68.998174,69.133119,..
Ukraine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,688.618929,651.932022,565.963643,492.916915,410.678869,395.842067,343.950268,325.829783,306.499999,303.190138,295.115804,298.077866,301.123763,326.616534,302.871618,290.620184,298.505426,305.977479,295.034556,249.69807,266.580685,279.61803,274.008242,265.202784,234.313971,187.591864,197.626378,171.300035,181.826636,..
Uzbekistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,117.767744,118.584801,110.577716,111.368181,105.072313,94.580863,95.66238,96.949848,112.134422,113.443727,120.208405,121.053908,123.693282,116.521457,119.29537,112.541905,119.585212,115.796176,121.371779,111.449993,119.631018,122.246376,108.50254,110.263816,102.392199,97.025736,102.855272,107.070685,107.957154,..
Former Soviet Union (if no detail),1941.654253,2054.781986,2189.515257,2311.790773,2480.695966,2572.023097,2632.012017,2757.012492,2833.247379,2935.714764,2924.762443,2958.621992,2987.590448,3033.031409,3078.340435,3156.682712,3259.74771,3299.362033,3313.44637,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Former Yugoslavia (if no detail),61.808195,60.986349,66.319758,71.51029,73.469765,74.802444,78.493258,84.637934,87.524415,84.159394,96.283605,102.321343,110.639493,113.872722,119.572096,125.747084,118.421018,124.2472,125.097613,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Non-OECD Europe and Eurasia,2188.295908,2307.488846,2459.734295,2588.506633,2774.791211,2880.953151,2955.122516,3103.869522,3191.860766,3292.747653,3290.389617,3330.183769,3368.55522,3412.550706,3465.938198,3557.575276,3664.186527,3713.64457,3724.063087,3889.266724,3744.677047,3389.194708,3070.772411,2711.370344,2612.887069,2514.634493,2364.94974,2341.905668,2327.013109,2366.326473,2377.226147,2388.162506,2476.353232,2467.019767,2453.821149,2552.605153,2574.46588,2634.845739,2397.57216,2538.782364,2669.553675,2644.867828,2598.150272,2486.148038,2428.296238,2438.764387,2452.979971,2511.761253,..
Algeria,8.595347,9.643154,10.996327,11.943385,13.552694,15.94481,17.722054,21.523505,26.979872,27.736565,32.119228,38.234969,41.829319,40.808137,42.073253,47.293708,47.134176,49.544459,49.546802,51.174701,54.725081,54.956878,56.69965,54.611561,55.336862,54.892603,55.994961,57.524501,60.924707,61.50756,63.016764,68.148429,71.983745,73.37692,77.47413,80.759469,84.879694,87.272018,94.157459,95.64298,102.892959,112.487661,115.833393,123.174071,130.481488,127.877918,130.532201,137.280141,..
Angola,1.617727,2.405734,2.199131,2.253837,1.955802,1.939556,1.506541,2.576223,2.539986,2.658145,2.522902,2.198075,2.321053,2.228183,2.817595,2.771552,2.849332,3.214568,3.304776,3.922267,4.013414,3.890286,4.225733,4.18085,3.913613,4.191566,4.333508,3.733818,4.742942,4.63338,5.032717,5.503133,7.065044,7.716416,6.146691,8.253096,9.650967,11.817271,13.871999,15.151684,16.144331,16.449741,19.289788,20.914026,21.53232,21.458342,18.875772,18.80172,..
Benin,0.304678,0.399858,0.409581,0.421428,0.462751,0.280361,0.334802,0.382204,0.382315,0.394843,0.299892,0.363766,0.364559,0.378828,0.472814,0.409385,0.35989,0.356206,0.281353,0.256412,0.199848,0.208945,0.208966,0.215168,0.221525,0.907229,1.159368,1.21466,1.340466,1.424519,1.73514,2.02022,2.276874,2.434437,2.677863,3.245668,3.786198,3.835942,4.193752,4.582754,4.419508,4.208053,4.463349,4.970069,5.291288,6.528711,6.663321,7.211733,..
Botswana,0.081791,0.115393,0.176975,0.363212,0.463783,0.698464,0.807649,0.918488,1.076327,1.137484,1.37653,1.43626,1.407255,1.402081,1.500972,1.727264,1.792776,2.152098,2.371309,2.807401,2.734687,3.298271,3.249688,3.080084,3.189755,2.915882,3.065988,3.6822,3.85849,4.033845,3.865552,4.026662,3.915011,3.970324,4.278592,4.086871,4.319812,4.392729,4.09028,3.271367,3.883977,4.985881,5.415702,6.986347,7.068888,6.979639,7.727657,8.06786,..
Cameroon,0.734006,0.769923,0.797873,0.795467,1.019224,0.930459,1.332718,1.429745,1.54213,1.668316,1.754799,1.878459,2.044363,2.140803,2.378233,2.296648,2.278816,2.492939,2.724862,2.643756,2.433156,2.273586,2.416963,2.550265,2.459446,2.443261,2.569145,2.684373,2.401607,2.788281,2.706746,2.896222,2.983401,3.014278,2.935781,3.10607,4.118061,4.269435,4.809731,5.050631,4.854705,4.936586,5.349179,5.992238,5.944767,6.094702,5.957287,6.25598,..
Congo,0.573467,0.605685,0.599404,0.603605,0.606426,0.74315,0.635409,0.679201,0.653601,0.692372,0.724337,0.800208,0.805278,0.728154,0.759835,0.686928,0.721913,0.673758,0.660974,0.638889,0.682875,0.612804,0.59402,0.387831,0.536664,0.422885,0.319257,0.326816,0.373629,0.497599,0.634625,0.503656,0.752223,0.78117,0.843574,1.022379,1.096506,1.37194,1.569329,1.833183,2.09355,2.228669,2.537397,2.640089,3.164794,2.97836,2.847335,2.847573,..
Côte d'Ivoire,2.401772,2.652976,2.710676,2.808985,3.03834,3.483598,3.414592,3.983024,3.653702,3.390969,2.986688,2.963288,3.738631,3.337323,3.046744,3.077344,3.049392,3.061432,2.928331,2.705417,2.791494,2.772149,2.95732,3.093579,3.262483,3.875068,4.786685,4.8294,6.688638,6.329922,6.258311,6.377864,5.150728,5.418416,5.813001,5.627601,5.548482,6.36128,5.926919,6.219376,5.987534,7.885024,8.458143,8.959079,9.556357,9.322272,10.375047,9.910228,..
Dem. Rep. of Congo,2.576893,2.643358,2.62255,2.6897,2.620726,2.690006,2.805207,2.861161,3.202245,3.167521,3.38628,2.635672,3.581413,3.474444,3.254053,3.005598,3.316847,3.483364,3.300299,2.989672,1.635402,1.4112,1.37255,1.214963,1.142631,1.152152,1.151975,1.273899,1.255271,0.852804,0.713348,0.770713,0.937636,1.013146,1.281832,1.393429,1.543003,1.715975,1.737353,1.869246,2.34466,2.271174,3.476123,4.656709,2.734926,1.979013,2.20186,2.123387,..
Egypt,20.050234,22.53856,20.696799,23.432926,25.581444,29.858133,32.001619,32.949601,36.356824,40.751362,46.634152,50.365321,56.312819,61.788595,64.473872,65.698859,70.823774,72.056439,75.788301,77.862966,77.264631,80.102356,81.887285,76.629593,81.466137,85.962443,92.827128,97.785352,102.147252,100.104957,111.733308,113.490667,117.819171,128.526056,145.027708,152.133593,163.594545,170.863898,174.449011,176.921993,182.670815,189.085708,189.365925,194.286613,203.28121,210.890465,216.758116,223.576606,..
Equatorial Guinea,..,..,..,..,..,..,..,..,..,..,0.08265,0.063399,0.041266,0.044311,0.041429,0.047624,0.050684,0.057041,0.076292,0.063399,0.066504,0.066504,0.060399,0.063503,0.066712,0.089171,0.149866,0.136928,0.181625,0.600535,0.927741,2.770626,2.975177,3.802622,5.902721,6.975762,6.070775,7.499578,7.744045,7.880418,8.340808,8.588571,7.87488,6.829009,5.693722,4.511582,4.90373,5.952248,..
Eritrea,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.437804,0.633044,0.715167,0.779286,0.854583,0.803162,0.596343,0.631615,0.618481,0.678506,0.661787,0.670794,0.664346,0.582093,0.505886,0.496383,0.429116,0.451022,0.48333,0.508848,0.533131,0.547812,0.559208,0.570601,0.581959,0.641514,0.71535,..
Ethiopia,1.307976,1.207798,1.298756,1.32179,1.17811,1.184784,1.165957,1.253924,1.32017,1.351695,1.489751,1.352898,1.452572,1.345737,1.385977,1.636789,1.86175,1.929515,2.03209,2.171078,2.214169,1.3944,1.798312,2.072112,2.325783,2.589803,2.753032,2.923389,2.918312,3.201238,4.038851,4.210465,4.570982,4.810595,4.427913,4.725167,5.439616,6.171482,6.276898,5.841199,6.742978,7.121442,8.331973,10.239443,9.986547,11.750607,12.258382,13.083401,..
Gabon,0.475371,0.472551,0.610544,0.55938,0.757319,1.172804,1.324602,1.743004,1.331937,1.290714,1.621632,1.758262,1.821704,1.507273,1.682488,1.477157,1.277949,1.442298,1.130406,0.910008,1.074154,1.112749,1.202799,1.165391,1.315246,1.415124,1.522005,1.617797,1.52247,1.465254,1.477057,1.385142,1.388737,1.431414,1.733485,1.80216,1.938413,2.015109,2.07918,2.659638,2.984984,3.126927,3.283267,3.251162,3.252522,3.459189,2.517885,2.538129,..
Ghana,1.915098,2.007377,2.07969,2.181189,2.305818,2.348777,2.507349,2.527553,2.213717,2.190291,2.677404,2.276178,1.49115,1.785739,2.067234,2.202734,2.297404,2.363984,2.613732,2.516857,2.257202,2.657613,2.696473,2.914599,3.184394,3.483325,3.604618,5.438717,5.818927,4.949505,5.444546,6.656509,6.37041,5.869142,6.306508,7.725022,8.355755,7.871324,9.253816,10.338014,10.871102,12.802961,13.679373,13.101061,13.962371,12.810093,13.18782,14.715228,..
Kenya,3.23255,3.385962,3.53958,3.525256,3.460622,3.97052,4.16436,4.152004,4.102855,4.394629,4.294571,4.069658,3.747745,4.457592,4.592785,5.216292,5.418373,5.377423,5.682855,5.517313,5.309007,5.337537,5.285051,5.27431,5.729446,6.229158,6.02844,6.583467,6.902118,7.767749,7.083632,6.834068,5.866275,6.724084,7.483192,8.445388,8.382223,8.822446,10.429718,11.209779,11.321457,10.354965,12.134728,12.868888,14.752144,16.306142,16.42563,15.936111,..
Libya,3.720885,5.40609,5.786403,6.780983,8.6706,9.227935,10.675967,11.920872,12.848423,17.588669,18.170963,19.711323,20.369148,21.51613,21.243693,22.139614,22.743203,25.052583,26.775857,25.843823,25.672065,25.416879,26.723484,31.133958,32.953725,34.673534,34.520321,35.343282,34.488556,36.743152,37.763462,39.814329,41.516154,42.414675,43.098348,41.977812,38.963802,42.184335,45.339114,48.181967,34.415101,44.366352,48.299016,50.770758,45.267882,43.839312,44.956481,45.643372,..
Mauritius,0.26147,0.290146,0.327956,0.397134,0.4224,0.488437,0.563669,0.604091,0.606905,0.572348,0.57874,0.531688,0.606552,0.648444,0.611518,0.762641,0.807272,0.901076,1.014059,1.164093,1.251644,1.323345,1.469078,1.514197,1.551459,1.614123,1.624193,1.791592,2.198405,2.431871,2.565573,2.612613,2.748569,2.770269,2.961755,3.304216,3.395196,3.466776,3.423313,3.662144,3.639261,3.725298,3.818031,3.949666,3.961157,4.035824,4.174998,4.1344,..
Morocco,6.578349,7.23056,8.329745,9.101343,9.662413,10.611978,11.647206,12.445379,13.333606,13.686748,13.860043,14.519196,15.296277,15.631605,16.272651,16.760031,17.162073,17.966846,19.41679,19.655831,20.604993,22.134018,22.84504,24.998546,26.073834,25.706733,26.87179,27.548587,29.085747,29.550532,32.193994,33.338022,33.067085,36.597954,39.215868,40.525447,41.349844,43.178424,43.15489,46.396882,50.751728,52.237979,51.519246,53.520673,55.370632,55.298503,58.147953,58.894841,..
Mozambique,2.933542,2.656237,2.771983,2.674152,2.375964,2.426944,2.307804,1.991258,1.894822,2.343329,2.033976,1.860488,1.721353,1.468862,1.504154,1.471128,1.470243,1.482472,1.459046,1.084831,0.903332,1.085147,1.280413,1.072361,1.148226,1.088453,1.198299,1.155733,1.146291,1.317721,1.304815,1.374402,1.664918,1.691163,1.514919,1.623487,1.973156,1.952469,2.21395,2.377492,2.824377,2.622461,2.955268,3.884442,5.030886,5.057044,5.289838,5.908925,..
Namibia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.117883,1.218078,1.414582,1.636166,1.773395,1.923671,1.973528,2.017562,1.97896,1.942299,2.459678,2.128634,2.265814,2.379619,2.525483,2.534686,2.619665,2.955158,3.031223,3.12665,3.184594,3.310077,3.517696,3.664603,3.905771,3.989902,3.965652,3.883023,..
Niger,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.650995,0.646706,0.674977,0.73905,0.772818,0.736144,0.729631,0.80367,0.842418,1.068423,1.358855,1.3798,1.866202,1.779983,1.969994,1.953955,1.951763,2.048738,2.265855,..
Nigeria,5.699087,6.844628,8.417153,9.200067,10.816425,13.711857,16.809831,20.463966,21.072207,25.354711,28.336338,32.01894,33.045589,30.490718,31.785039,30.300692,31.179047,32.652055,33.152599,28.063613,32.882617,39.618963,36.167201,30.493465,32.775287,36.420383,41.379822,37.526018,39.348344,43.766126,49.224236,50.853827,54.066321,54.019439,56.558056,51.355652,47.716495,52.945289,44.125618,56.898879,66.425351,70.543365,80.885486,88.915573,82.514848,84.184865,85.981239,104.273266,..
Senegal,1.215743,1.250851,1.379128,1.469605,1.609257,1.676251,1.818236,1.76294,1.954134,2.040625,2.002294,1.92602,1.907434,2.039982,2.124697,2.042655,2.068894,1.967231,2.079177,2.133389,2.128483,2.322301,2.264493,2.326709,2.478529,2.597371,2.868096,3.191916,3.555822,3.521497,3.8357,3.916607,3.809677,4.438918,4.626203,4.437371,4.981105,5.218785,5.374331,5.458213,5.78242,5.661604,5.992018,6.674012,7.497464,8.137812,7.786802,8.079628,..
South Africa,157.114049,162.895135,178.462552,185.319902,202.998951,216.842805,217.293049,194.728749,198.764867,208.410963,219.461284,216.061558,207.999836,220.366731,222.952718,219.470727,234.733604,233.463087,236.849133,243.841742,238.70195,235.39361,242.839839,248.157173,259.773474,269.596588,284.044564,291.986701,274.279527,280.527092,316.490523,326.837737,348.267835,375.307942,372.303418,374.161979,391.489709,421.571107,398.589783,420.285692,404.687236,422.291487,432.210698,443.19358,419.548528,419.888251,429.862067,427.973052,..
South Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.418563,1.453128,1.525957,1.969439,1.730161,1.515641,1.382809,..
Sudan,3.214101,3.40838,4.546732,4.269517,3.212724,3.187272,3.394339,3.08119,3.143836,3.668349,3.58035,3.683504,3.755171,3.332012,3.980398,3.917559,3.001866,4.380945,3.953016,5.295628,4.733532,4.427454,3.09084,4.595561,4.308578,4.104243,5.074408,4.624786,5.091085,5.486143,6.017397,7.461757,7.642494,8.386446,9.927598,12.357718,13.29582,14.416562,14.737501,15.122702,14.206025,13.866769,13.118769,13.986273,16.360905,18.929077,18.784027,18.643104,..
United Rep. of Tanzania,1.40302,1.639618,1.672532,1.504019,1.405116,1.37833,1.389029,1.486589,1.524441,1.490209,1.470966,1.348626,1.368642,1.388699,1.463256,1.54363,1.538063,1.585175,1.602049,1.670508,1.644437,1.638549,1.695237,1.781511,2.492046,2.775189,2.635113,2.377083,2.179323,2.609612,2.765892,3.154326,3.289271,4.56565,5.118673,5.514291,5.278586,5.403928,5.177903,6.021547,7.240476,8.88039,9.893453,9.631775,10.472963,9.676776,10.120806,10.340139,..
Togo,0.34348,0.359389,0.304709,0.272966,0.317366,0.268867,0.341817,0.341609,0.413016,0.366446,0.364336,0.433069,0.299587,0.340392,0.296704,0.482043,0.523293,0.507088,0.513386,0.575191,0.524211,0.375015,0.25309,0.58911,0.579397,0.945054,0.661513,0.825618,1.092465,0.948868,0.781264,0.852204,1.090363,1.029607,0.963204,0.887183,0.892707,1.096276,2.275963,2.076229,1.887314,1.624766,1.27404,1.153051,1.01019,1.484601,1.254765,1.442741,..
Tunisia,3.720528,4.140034,4.23004,4.780959,4.846357,5.136259,5.744272,6.263881,7.321541,7.920133,8.142169,7.935557,9.122243,9.406497,9.661523,9.926558,9.974335,10.806669,11.668419,12.195735,12.533539,13.28341,13.703848,13.794887,14.035985,14.772056,15.427013,16.097814,16.89543,17.637839,18.508267,18.526039,18.341231,19.046303,19.47277,20.164077,20.978275,21.057747,21.139471,23.293569,22.244906,23.474414,23.645011,25.036033,25.614897,25.212344,26.156972,26.240853,..
Zambia,3.367956,3.781046,4.134305,4.130575,4.326456,4.309655,3.800083,3.627813,3.243647,3.280686,2.961602,2.838322,2.72511,2.739322,2.696412,2.781247,2.708517,3.022669,3.11194,2.561421,2.725755,2.705995,2.371446,2.029496,2.002364,1.620292,2.129496,2.030737,1.642455,1.653556,1.748671,1.830703,1.944402,1.950987,2.120692,1.961582,1.772534,1.970497,2.12763,2.210635,2.591669,3.418494,3.53414,3.949822,4.258497,4.543267,5.948683,6.693216,..
Zimbabwe,7.246331,6.867484,8.006572,7.658104,7.16925,7.986329,6.915968,7.072354,7.024612,7.974013,7.94862,7.763989,8.014052,8.300128,9.730003,10.935933,14.403584,14.028603,14.414758,16.248076,17.946361,18.101249,16.666906,15.523941,15.089219,14.455191,13.379317,13.627038,15.413219,13.291761,13.575128,12.245036,10.017817,9.568751,10.275328,9.554482,9.609766,7.447595,7.484654,9.504466,11.111422,11.547961,11.89306,11.644437,11.897421,10.405973,9.651807,11.683782,..
Other Africa,8.485039,8.338279,8.615836,9.19023,9.735306,10.098169,10.42493,10.116017,11.264064,12.47918,10.974272,10.131718,10.192305,10.171577,10.819849,10.730518,13.911729,14.15043,13.835444,14.199287,15.524912,15.828568,16.094257,16.894282,17.265827,17.672982,19.323368,20.341812,20.946475,20.530149,21.146982,20.769012,22.255604,23.330693,24.211912,25.157955,27.028804,28.413556,28.250306,30.362174,26.13241,27.991754,29.538853,30.016772,32.373303,32.801608,36.507909,38.388208,..
Africa,249.211429,264.003444,285.751815,299.684357,324.60933,352.6343,362.886849,352.959266,369.835677,398.064937,421.856769,431.160411,437.382426,453.268299,465.689899,470.812858,499.458799,510.172453,522.288055,530.713304,536.297338,545.405663,554.168007,554.710339,579.231328,601.390116,634.179979,650.837939,651.050173,663.384842,726.375132,752.646388,787.452813,837.8246,868.545455,886.05513,921.369567,978.830465,968.554585,1025.293688,1024.566306,1085.91443,1125.368928,1172.915433,1166.282683,1174.696077,1204.027935,1244.886909,..
Bangladesh,2.879934,2.879934,3.415264,3.895908,4.409654,4.682437,4.803017,5.190365,5.700371,6.581847,6.374086,6.885417,6.433646,6.390676,7.705068,8.522215,9.400715,9.761224,10.49572,11.423971,10.752097,11.748149,12.495181,13.471703,16.485473,16.671599,18.741427,18.980911,19.67457,20.946409,24.843932,26.550055,27.794844,29.741979,31.960244,35.202812,37.310312,40.881798,44.050973,49.899502,53.727197,57.318837,59.835786,63.046901,70.895346,72.943639,77.917018,81.967372,..
Brunei Darussalam,0.39805,0.385554,0.685174,1.142141,1.408173,1.85165,1.985738,1.87086,1.96415,2.639083,2.592829,2.706274,2.906486,2.931128,2.945928,2.939511,2.994496,3.132615,3.109555,3.260338,3.384467,3.58543,3.86477,4.138511,4.502607,4.712813,5.087993,4.313865,4.189516,4.425618,4.311228,4.361483,5.249015,4.920269,4.823126,7.216328,6.844039,7.223355,7.433705,6.861946,7.013411,6.969681,6.853818,6.69714,5.977692,6.411543,6.710178,7.143329,..
Cambodia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.470828,1.529809,1.640639,1.882193,1.907148,1.963006,2.15261,2.210863,2.378217,2.377826,2.639032,2.944559,3.571214,3.650335,4.369845,4.62182,4.845225,5.05419,5.171265,6.098246,8.011977,9.287497,10.762923,10.547501,..
DPR of Korea,69.212076,71.535841,72.854708,75.905987,78.598511,84.568737,89.49878,94.861217,101.686411,108.129908,111.334224,116.566797,121.169471,124.409896,129.448215,127.090598,121.587499,123.439929,122.694632,116.84789,110.841742,97.78562,89.805761,81.858897,76.532289,67.126522,64.687911,59.646616,64.961365,69.968932,72.31511,69.072969,70.533249,72.092714,75.340154,76.534134,63.274757,70.381462,52.918936,49.292799,34.658929,36.052416,25.106144,28.676326,22.545503,27.296286,19.579697,15.321884,..
India,180.861812,188.081577,187.868474,203.447484,217.214799,232.162673,236.545713,231.006013,250.627932,263.387705,289.573673,306.05673,326.611665,360.447326,376.468522,410.219868,442.105354,466.781095,501.582678,530.121073,571.459488,595.360918,620.892821,655.420852,704.338127,737.742814,779.065564,794.999707,854.581781,889.825331,904.847581,934.661881,959.015056,1028.269311,1074.988747,1148.382272,1265.948768,1349.161628,1481.617814,1572.13941,1662.615506,1805.25433,1860.976366,2027.389859,2036.882284,2070.873609,2190.820126,2307.780028,2309.057152
Indonesia,25.211612,28.345325,32.111295,35.255924,37.839826,38.800366,46.374743,52.542092,59.381316,67.615846,73.105932,75.719577,75.485867,76.652795,84.233249,93.75569,96.166835,102.593844,106.965413,131.299715,141.750567,149.367272,162.28172,174.926912,200.05985,210.741445,232.357904,238.597202,255.772167,255.02388,274.290639,279.929465,308.643035,315.797938,317.557701,338.973756,355.155913,350.568312,365.808536,391.650564,449.828457,451.120452,416.859086,452.263782,453.86743,454.349592,492.711078,542.876277,..
Lao People's Democratic Republic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.866005,0.960918,1.009593,1.051997,1.112173,1.158734,1.486577,1.580424,1.89539,2.155753,2.419113,2.551277,2.706166,3.336481,3.504599,7.692946,14.40224,17.551512,17.831771,..
Malaysia,12.7988,12.598451,13.024393,15.239512,16.217173,17.653624,17.505987,19.45155,21.743216,23.701845,25.36394,26.565448,29.456536,30.034863,32.910606,32.343434,33.742331,35.669567,41.848968,49.602675,59.943934,62.917252,67.759846,72.995447,79.589944,90.916783,97.293865,97.714667,106.343651,115.058945,120.445664,126.499631,132.792606,146.572513,155.842735,161.80455,178.056273,190.309585,169.809685,189.860901,191.49175,192.760388,208.731398,220.185326,220.239834,216.334922,210.767894,228.037553,..
Mongolia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.761986,12.783153,13.54481,14.394702,13.657994,12.838965,14.673338,12.808868,11.82691,10.292679,10.235411,8.65076,8.477283,8.508039,8.567944,8.962385,8.945106,9.54934,9.251454,9.505726,10.984928,12.330981,12.909351,12.851063,13.538675,14.139533,15.572443,16.984529,18.287737,17.939589,17.118652,17.981117,19.276,21.130229,..
Myanmar,4.51245,4.394079,3.442839,4.02564,3.927468,4.193414,4.48422,4.637676,4.765234,5.072258,5.014248,5.150181,4.980085,5.481709,5.734879,6.058577,4.515227,4.279004,4.179898,3.914254,3.834927,4.089646,4.651183,5.456661,6.727112,7.105212,7.039295,7.765554,8.572831,9.282086,8.200056,8.082188,10.259271,9.922497,10.478173,9.715069,10.117078,7.60827,7.213987,7.906445,8.102464,11.44661,13.167232,16.535673,18.66683,20.899074,30.404919,31.525297,..
Nepal,0.190164,0.259621,0.394329,0.373918,0.318654,0.244249,0.28875,0.282386,0.453753,0.519432,0.444525,0.507679,0.725599,0.793742,0.551256,0.739356,0.747413,0.739812,0.578502,0.895188,1.126887,1.137413,1.298537,1.616301,1.76315,1.834007,2.100366,2.202562,3.006676,3.100119,3.350177,2.670826,2.904546,2.696735,3.074201,2.500867,2.57814,2.882196,3.424806,4.121846,4.404946,4.971779,4.944811,5.94916,5.694237,8.503721,10.193258,11.186544,..
Pakistan,15.872606,16.000198,16.989654,17.959063,19.981642,19.092109,20.301552,21.283489,22.971991,24.315825,26.266098,29.179347,30.63301,33.067204,36.498746,38.504423,45.196363,49.014615,53.23514,55.974007,57.146832,63.75284,70.364227,72.958119,79.248729,82.219065,85.676071,86.569974,94.875036,94.385051,95.401106,97.90849,100.489365,112.709614,114.969678,124.417223,136.348318,130.404249,133.727865,129.168625,130.670045,132.270774,133.081933,141.296463,150.688547,166.252796,183.420429,194.085841,..
Philippines,23.792521,24.700146,27.704517,26.562276,29.250497,29.062365,32.402003,33.724597,34.937834,32.621289,30.840902,31.113142,33.203111,29.588061,29.268471,27.086015,33.319918,34.997507,36.653882,38.051236,37.339882,40.829195,44.006148,47.36148,57.257517,62.157643,69.046937,69.434355,67.09936,68.130898,67.8777,66.845947,69.02883,70.527131,71.501652,65.547401,69.021642,71.179449,71.467864,77.128398,77.755475,80.408283,89.649782,95.71423,103.891197,114.751784,126.487694,132.139442,..
Singapore,6.059211,7.22202,8.121994,8.464359,8.439735,9.121566,10.179076,11.755671,12.673412,12.657553,13.531367,14.008146,15.111561,15.700486,16.604537,16.827283,17.233737,19.704493,21.091321,28.970008,30.47488,31.410865,36.164236,37.978755,37.581859,38.520116,38.161639,37.047107,37.802098,42.117548,42.031287,41.290841,38.15768,39.618758,36.901353,37.171597,38.286019,38.423608,38.831763,42.413616,44.766896,43.692284,43.917804,44.459324,45.49601,46.157289,47.429241,47.361142,..
Sri Lanka,2.757893,3.390964,3.533886,2.887007,2.637329,2.686088,2.905122,3.337852,3.625343,3.623598,3.759472,4.220681,4.445609,3.81764,3.485027,3.433691,3.965001,3.766497,3.587113,3.676208,3.822635,4.916224,4.816772,5.39157,5.454193,7.979738,7.950367,8.255429,9.102578,10.522688,10.403373,10.978487,11.949269,12.31365,13.39291,11.780162,12.937259,12.123205,11.566172,12.40876,14.673145,16.06775,13.740667,16.880141,19.489878,20.898562,22.284978,20.605892,..
Chinese Taipei,29.994366,34.114688,38.382046,37.405515,41.033543,49.58881,53.46321,60.520756,63.996394,71.046994,64.87595,64.390975,68.339085,69.812395,67.419443,78.881526,83.400213,97.615503,106.366801,108.63062,117.526001,124.893529,134.010618,141.790221,149.902681,157.374565,168.926014,181.131919,190.661164,208.382316,213.252154,220.629457,229.364407,237.283416,240.399889,247.869613,250.142313,238.905638,227.101922,242.562387,247.390827,243.145919,243.611485,249.626241,249.646289,254.433173,260.610984,257.02955,..
Thailand,16.242989,18.274131,20.717229,20.647901,21.151546,24.114394,26.747402,30.008132,32.091515,33.743672,32.559023,31.130056,34.59315,37.998561,42.058571,43.378321,49.995681,57.105329,66.177714,80.884028,90.012958,98.168643,110.650162,123.520636,139.93848,157.117163,160.972755,146.02567,151.719142,152.285498,159.993908,169.401921,177.112228,193.810027,200.203804,201.675955,209.446113,215.179331,207.20911,223.41565,221.780469,238.938634,247.422951,243.89519,247.8116,243.893985,243.825891,241.03054,..
