Region/Country/Economy,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Suriname,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0.00727,0.006968,0.006665,0.006362,0.006766,0.007422,0.008432,0.009139,0.009088,0.008987,0.008432,0.008583,0.009038,0.009139,0.008482,0.009038,0.009926,0.010796
Trinidad and Tobago,2.797752,2.866873,2.689602,2.47502,2.256348,2.576505,2.882676,3.062774,3.243882,3.892375,4.888442,4.586865,4.453925,4.489268,4.463922,4.554198,4.941911,5.577782,5.568038,5.844824,5.584901,5.768583,5.805845,5.879459,6.012299,6.242887,6.745161,6.996905,6.990391,7.432633,8.816211,9.88887,12.287095,12.99143,13.467955,15.743842,15.849871,15.325684,14.418733,16.74314,17.432884,16.7287,17.408902,16.950907,16.194971,13.701825,13.606952,13.776647
Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004241,0.045996,0.071898,0.06695,0.045138,0.106837,0.19161,0.184137,0.212614,0.197769,0.175907,0.127083,0.149804,0.166062,0.118399,0.111583,0.105372,0.107291,0.120065,0.137404,0.128479
Venezuela,16.908243,17.170135,20.376199,20.961226,19.697411,20.726448,22.609422,22.475825,25.716274,26.479935,26.084497,27.842862,27.721888,31.46249,31.227762,31.603357,32.059837,31.320865,34.635988,37.583747,39.442839,39.864177,41.735993,43.626339,47.349875,54.722577,54.86299,56.508307,49.593298,51.726096,48.165037,49.082743,52.468501,51.733165,53.608313,47.987665,44.54036,48.871695,47.720068,47.958785,43.532882,46.740916,46.075962,45.548291,46.952317,46.39824,46.624022,43.017202
Other Non-OECD Americas,0.0052,0.006109,0,0,0,0.00823,0.00929,0.018883,0.023023,0.026154,0.015854,0.017217,0.02161,0.038372,0.050137,0.040745,0.027769,0.045845,0.051146,0.046652,0.03711,0.033071,0.041654,0.037665,0.045643,0.055387,0.044078,0.070736,0.090226,0.742304,1.285829,1.279821,1.47966,1.368885,1.370097,1.426595,1.480468,1.630322,1.528585,1.551457,1.483245,2.718533,3.113314,3.098268,2.952706,3.362179,2.785777,2.705831
Non-OECD Americas,34.831789,38.59592,42.086898,44.568229,44.383688,47.057437,50.428048,50.551446,56.41788,60.722151,63.067311,67.792872,71.679289,78.24925,79.789448,84.123257,85.869201,91.764817,98.667154,99.019625,102.234424,104.352024,110.409915,114.21898,122.330302,138.178003,143.686715,153.545139,153.116277,164.553525,167.455691,172.99621,188.344362,202.472273,214.231746,216.528384,217.222674,233.262842,223.852766,243.864731,246.269975,264.081584,279.29745,290.829114,292.604645,280.671687,281.738455,277.128263
Bahrain,1.78361,2.2257,3.155322,3.889901,4.088529,4.409494,4.756107,5.103781,5.590657,5.713852,6.088286,6.608384,6.927733,7.018009,7.497765,7.995344,7.826859,8.273241,8.379724,8.711444,8.267636,10.020094,10.764619,11.084625,11.20671,11.768209,11.875298,12.821279,13.04904,13.418424,13.904492,14.527034,15.044,14.733234,17.094046,18.155952,18.770465,20.561396,20.873475,21.715143,21.950679,22.226304,24.375158,25.694159,25.683001,25.205315,25.31532,25.524433
Islamic Rep. of Iran,5.514922,6.306958,7.539015,8.00837,8.096375,9.064419,9.299097,7.186999,9.621778,8.565729,9.328431,12.76059,14.579341,16.984785,16.896782,16.222084,20.446279,21.26765,29.070677,33.785687,45.890513,49.329942,55.085953,68.319938,76.25636,75.372078,84.784928,92.192771,110.436221,118.028605,124.244277,141.084813,155.794519,176.506577,189.660484,208.267665,234.025795,246.496825,258.479769,274.300961,279.37253,279.150778,282.38845,319.303506,342.52512,365.543662,380.33584,382.744666
Iraq,1.784316,1.803503,2.32153,2.283158,3.165723,4.048288,3.069792,3.261654,4.278523,2.457752,1.189544,1.304662,0.901751,1.131986,1.630827,1.726758,1.91862,4.79655,5.468067,3.798867,3.338399,4.355267,4.892481,6.082026,6.082026,6.216329,5.851791,5.659929,6.101212,6.043653,5.295391,4.527943,2.993047,1.91862,3.491888,4.952211,4.517088,6.356085,9.065479,9.839946,12.550198,12.253469,12.159456,12.449016,12.807344,14.121245,20.515779,25.872274
Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120065,0.238515,0.23079,0.251188,0.295518,0.493237,0.509696,0.49561,0.523783,0.530852,0.507323,0.516715,0.502628,0.442646,1.049889,2.802094,3.24368,4.695217,5.627716,6.334677,7.234308,5.362291,1.994103,1.588011,2.126588,0.709082,4.518401,7.93213,7.847105,7.99107
Kuwait,9.973693,10.852472,11.643347,11.028228,9.929818,10.716452,11.461836,12.010107,16.524923,13.228834,10.233768,7.923699,9.183424,9.933503,9.711449,12.240796,14.447209,19.071083,22.562971,11.566098,1.599321,9.417092,16.684774,17.800704,17.800956,17.847003,17.785607,18.209622,16.668971,18.418752,18.22689,16.71118,19.1862,20.912958,23.599026,23.810074,23.138557,24.366474,23.750597,27.864118,32.60311,34.851732,35.477606,35.185168,40.09724,42.691214,43.421683,43.586788
Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097496,0.498185,0,0,0,0,0,0,0,0
Oman,0,0,0,0,0,0,0,0.302385,0.587754,0.733468,0.907507,1.053827,1.329149,1.880046,2.139312,2.632347,2.899489,3.036973,3.129976,4.943072,5.012041,4.808163,5.242125,5.502249,6.759955,7.386536,8.532305,8.895985,9.426332,11.713831,13.297299,13.515972,14.064949,14.128415,14.797761,21.937249,23.641387,24.2713,27.731633,31.074625,35.059902,39.253552,40.429413,42.282447,45.555461,45.963471,46.445556,50.021458
Qatar,1.937806,2.110482,3.03142,2.494206,4.24015,2.601295,2.867378,2.642899,5.009315,5.567633,7.111668,7.558252,8.019428,9.12122,9.087342,9.774309,9.981722,10.313744,10.834397,10.535799,11.943309,12.564992,13.186675,13.808359,14.430042,15.051776,16.415814,17.50559,19.900583,18.491609,19.426684,20.718269,22.673191,25.314171,26.635091,30.805868,33.328853,34.615035,37.018056,43.030153,51.702215,56.252121,58.116313,60.906188,64.891566,65.762215,67.077764,67.585892
Saudi Arabia,2.70374,3.064339,3.607056,4.564296,5.431613,6.873406,8.283642,10.556197,12.767507,20.931892,23.120027,25.528905,23.988657,26.544259,28.823226,30.100573,32.231503,34.77837,38.078447,43.209595,44.268319,49.156256,50.945622,55.016782,54.655274,56.499976,58.233803,61.153488,60.748356,66.775196,69.787985,82.196004,84.657997,92.19782,100.588703,105.662796,107.845176,118.871283,112.506968,129.96535,132.467836,144.599977,146.07893,151.912646,156.222371,162.30268,171.138872,173.363897
Syrian Arab Republic ,0,0,0,0,0,0.063415,0.070585,0.068061,0.070181,0.094467,0.095325,0.099465,0.150965,0.254975,0.30294,0.765984,0.754169,1.784013,2.92019,3.215557,3.197734,3.326685,2.927512,3.173397,4.001635,4.345775,5.882136,6.863005,6.879313,7.405318,8.684229,9.128945,9.979247,9.15621,8.921886,9.433703,8.554723,8.837871,12.150923,15.718194,13.560099,10.954765,9.001559,8.322166,7.303126,6.369011,6.28409,6.250122
United Arab Emirates,2.057467,2.043532,2.463003,2.360508,3.268723,3.820074,6.655592,7.896131,8.58532,9.688021,12.228173,12.838597,11.716204,16.10732,19.927393,24.200362,27.606922,27.92198,34.00653,33.29765,40.09108,36.920813,38.67332,44.713439,48.788992,53.436091,57.078945,58.890526,60.862161,58.837007,70.218463,70.070527,72.157784,77.925761,82.239071,84.302901,93.196361,112.783502,112.216348,115.387524,119.387745,125.395298,127.829875,125.598066,140.602028,141.458591,142.852315,139.865097
Yemen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728823,1.923366,1.885246,2.227972,2.793511,2.881262,1.665009,1.012072,0.607228,0.202409
Middle East,25.755554,28.406986,33.760693,34.628667,38.220931,41.596843,46.464029,49.028214,63.035958,66.981648,70.302729,75.676381,76.796652,88.976103,96.017036,105.658557,118.112772,131.243604,154.571044,153.302284,163.839142,180.150492,198.698599,225.994756,240.491646,248.419383,266.96441,282.723047,304.579512,319.64911,343.588338,372.923333,397.600823,435.59586,470.271636,512.023636,552.646121,603.494448,621.853875,676.679856,702.533663,728.753979,740.776859,785.243706,841.870667,878.361606,911.841552,923.008106
IEA/Accession/Association,1494.411199,1576.139364,1625.355802,1643.716032,1575.390343,1642.701136,1658.166276,1694.639748,1781.890203,1773.866583,1745.737795,1675.395686,1634.143383,1748.37807,1743.274188,1696.726598,1790.621335,1854.284581,1931.582748,1964.151812,2046.587198,2090.935799,2182.43263,2251.785823,2373.172954,2505.806222,2585.742517,2616.842261,2696.205648,2797.449045,2807.229657,2905.299844,2967.023771,3030.526204,3060.714679,3116.464955,3255.492222,3318.046178,3257.189608,3548.858174,3554.221447,3655.28578,3724.452731,3705.796425,3795.389369,3892.80085,3976.99067,4236.247635
European Union - 28,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,643.502927,670.921893,649.345882,672.661063,683.401313,732.131609,807.393318,799.94493,822.416658,855.860859,875.543559,902.538792,908.513374,948.580267,971.501154,991.151739,982.613148,969.192091,997.783558,936.205013,1009.101218,907.254662,883.005616,864.483015,771.526193,806.062612,865.700153,890.505674,881.572015
G7,1374.571821,1430.316011,1463.039693,1464.309918,1392.23282,1444.304468,1445.810636,1466.099537,1534.602298,1528.111963,1500.078146,1419.778752,1368.690594,1469.005743,1454.747973,1402.929176,1478.58824,1541.03821,1602.277076,1585.328469,1643.657718,1678.128344,1746.202305,1793.716289,1876.343758,1964.34026,2006.213682,2005.265026,2054.529229,2124.931942,2079.594834,2127.530006,2132.17028,2142.948982,2137.020951,2124.833962,2222.412082,2238.424882,2165.043819,2289.106167,2287.257944,2345.398703,2373.521992,2354.677969,2412.651488,2468.671682,2442.627249,2607.585605
G8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2422.971959,2506.946493,2498.09695,2539.336285,2537.572685,2585.934207,2673.924044,2685.056276,2682.851984,2743.881064,2820.191259,2781.518023,2839.534382,2877.868248,2894.172525,2890.835692,2899.417865,3009.562391,3026.880862,2912.617238,3091.875759,3113.848668,3164.984747,3187.270937,3161.512662,3178.091046,3242.147077,3238.326935,3445.625431
G20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2947.647783,3040.776726,3027.369028,3087.738782,3109.853181,3202.597157,3342.568972,3380.997713,3410.408887,3497.294888,3608.339505,3612.939381,3726.386286,3824.900694,3901.026826,3941.596026,4026.122706,4174.625137,4245.564837,4134.527945,4483.24828,4525.132677,4619.564515,4677.806489,4656.246161,4710.25261,4823.890564,4945.787235,5249.935529
Africa,5.255756,6.291406,7.040881,7.760311,9.030086,9.678023,11.318696,15.523806,19.864936,25.564956,28.629041,33.817242,39.390327,39.860592,44.288413,50.330906,51.505405,55.553338,60.446475,58.786265,62.776792,64.95594,70.054874,71.881854,74.455685,77.250758,83.223475,85.838856,93.337884,98.044562,112.550946,116.995073,131.144644,131.871549,153.350653,162.83217,172.914719,176.209799,172.565276,184.181107,206.002734,217.094224,214.354387,220.779137,229.993865,236.84808,263.518468,275.14855
Americas,1319.827483,1346.983884,1347.691398,1312.986087,1219.451696,1244.537855,1232.117315,1238.257101,1291.039499,1284.58208,1261.922875,1198.450785,1139.40071,1214.662619,1189.779937,1127.290986,1179.564294,1244.492161,1299.835563,1262.308871,1288.25947,1325.413343,1374.940397,1410.899625,1467.140541,1518.282821,1566.705559,1563.50535,1573.548318,1649.979878,1596.895298,1659.755852,1665.121778,1685.531652,1681.555665,1676.499295,1765.533008,1789.426392,1749.318143,1846.174727,1889.029176,1972.601839,2017.694354,2063.484948,2116.736042,2111.813825,2088.966304,2272.293869
Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,573.957273,611.447327,624.602947,656.714088,704.734186,748.766949,771.134375,829.896346,883.004812,948.013463,993.487896,1055.202317,1130.307473,1210.575604,1301.184447,1376.497756,1518.99385,1630.270259,1730.632463,1748.178437,1961.204165,2061.669377,2122.230566,2195.379826,2251.719212,2316.527985,2409.717479,2522.75417,2633.381621
Europe,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1739.865714,1794.904445,1723.127216,1703.719016,1641.228112,1645.271553,1735.876135,1685.930241,1691.110392,1748.972556,1766.108039,1801.648003,1816.432799,1901.188049,1923.623948,1943.965656,1942.7291,1936.484986,1962.018363,1827.309017,1977.740153,1897.140609,1855.322131,1825.006374,1711.129364,1688.507096,1756.327484,1803.612932,1841.764936
Oceania,4.245199,6.293478,7.688113,8.409008,9.29011,11.566653,14.540464,15.619536,16.13615,18.14338,21.025196,24.706473,24.716067,26.576976,29.087188,30.722507,31.577405,33.041767,34.077669,39.010593,38.048556,39.769205,40.9124,41.913768,43.989917,45.359863,46.78353,47.328115,50.138439,52.575388,56.014162,59.951826,54.230905,54.607813,54.87445,55.617511,63.484562,64.529048,66.602722,68.655343,68.823272,72.067508,73.00036,74.612,75.150074,77.049204,80.303187,81.574749
