Region,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Other Asia,5.612164,6.158784,7.168774,8.907299,7.405502,7.046489,7.486209,7.334581,8.412588,8.62165,9.534101,8.667061,9.50881,8.839233,7.964903,7.460075,8.845693,8.584366,8.482173,8.836683,8.670249,8.18256,8.209677,8.776965,8.230396,8.50375,8.858753,9.240818,9.243932,10.927394,11.539314,11.145637,12.34679,13.650884,13.747256,13.970187,13.898338,14.799722,18.139611,18.762896,21.128453,20.163875,18.842394,19.055223,20.903785,20.055459,19.330141,19.88841
Asia (excl. China),189.991836,208.014528,226.00029,227.735657,238.272129,249.8895,272.625844,300.708772,322.947655,341.914131,344.050308,345.585466,358.375692,367.306031,373.626634,389.661326,413.806624,449.355172,487.438346,530.387772,546.626915,574.170373,620.794484,658.016162,730.038297,776.1629,811.775176,812.369989,854.948746,874.136886,871.940102,883.34355,886.709978,937.307765,933.113286,942.816511,990.461535,999.168467,1009.504441,1042.968915,1095.253859,1142.699648,1162.148717,1210.668534,1264.321636,1307.139524,1371.068129,1394.908012
People's Rep. of China,113.406576,131.286676,151.334998,173.160407,193.582305,229.083782,245.048559,268.079225,262.185919,234.3017,221.236669,216.20051,221.029905,226.244653,225.094127,241.939187,253.548423,271.974166,278.86614,278.225695,300.1668,324.867997,375.576456,363.767815,400.526989,411.826467,445.451815,457.349041,498.573256,531.284678,544.287023,573.64226,635.373165,753.560381,768.236106,816.34948,846.941607,858.017349,863.886487,1009.343858,1027.945622,1097.085969,1154.187818,1162.573062,1253.713879,1288.042857,1327.427391,1363.893
"Hong Kong, China",9.076792,9.432755,9.52373,10.888636,10.781761,12.456935,14.414274,15.285081,14.091852,14.404438,15.442201,14.400939,11.925016,10.699882,9.293216,9.497836,8.158213,9.236192,9.120306,8.414545,9.485806,12.005731,11.919575,11.998094,11.617184,10.45506,10.548673,16.826507,21.988417,16.486956,14.69415,11.979078,11.848254,8.315461,8.397055,7.702413,8.036259,8.311512,9.66898,8.84024,8.568881,8.915649,8.659911,8.71582,9.742441,10.434944,11.363952,10.803286
"China (incl. Hong Kong, China)",122.483368,140.719431,160.858728,184.049043,204.364066,241.540717,259.462833,283.364306,276.277771,248.706138,236.67887,230.601449,232.954921,236.944535,234.387343,251.437023,261.706636,281.210358,287.986446,286.64024,309.652606,336.873728,387.496031,375.765909,412.144173,422.281527,456.000488,474.175548,520.561673,547.771634,558.981173,585.621338,647.221419,761.875842,776.633161,824.051893,854.977866,866.328861,873.555467,1018.184098,1036.514503,1106.001618,1162.847729,1171.288882,1263.45632,1298.477801,1338.791343,1374.696286
Argentina,66.738345,66.415073,69.111987,67.645103,63.992257,66.943557,70.295806,69.498988,73.053234,69.155867,66.327989,63.278704,63.206935,60.664052,53.11726,56.877711,61.451838,58.902122,52.267895,49.970289,54.474101,55.771223,56.146556,55.055564,53.457309,58.382081,59.645542,61.044815,56.892901,53.000914,49.005056,44.718199,47.302168,53.621583,53.079227,59.299253,66.964582,70.206574,63.030218,72.275437,75.257737,74.888533,77.208484,73.396279,77.637212,76.461931,71.134979,67.903126
Bolivia,2.068524,2.238375,2.357006,2.563052,2.960954,3.199375,3.362469,3.63425,3.583201,3.68964,3.794585,3.637971,3.574777,3.436145,3.322577,3.140916,3.345399,3.273513,3.438326,3.732682,3.677525,3.675027,3.858485,4.037091,4.585422,4.500414,4.37721,4.551554,4.529232,4.702012,4.596918,4.705312,5.000443,5.384132,5.510681,6.088485,6.501603,6.861347,7.08056,7.497894,8.017711,8.451158,9.173127,9.784237,10.045357,10.369675,11.000199,11.402627
Brazil,80.928347,88.169007,105.370354,114.678843,121.664175,134.276899,135.725529,146.343284,154.62339,151.136059,137.607581,134.91697,125.442099,120.719616,126.10851,141.569451,144.199011,146.798487,149.680369,150.975312,153.416013,158.516817,164.240658,172.223844,187.473152,202.990675,216.449011,224.558893,228.310858,229.561639,231.901806,226.67744,218.266855,226.429352,227.896878,230.08855,241.955284,251.319159,246.684485,266.589712,283.788498,304.288283,317.511763,330.491036,306.815365,290.765452,292.782397,274.011507
Colombia,17.960602,18.120472,18.929456,19.679564,18.382224,19.248312,19.810387,19.369875,19.330389,20.230426,19.972479,20.313792,21.246083,21.450703,21.950927,21.767265,23.047226,24.347929,25.284445,26.026951,27.086206,28.688756,29.373003,30.379955,32.128228,33.456139,35.049815,34.21462,30.639674,29.206179,28.904853,27.512871,27.41355,28.805552,28.120603,28.917042,29.593541,29.606705,28.198286,30.223786,34.081176,35.820426,36.951833,37.626481,38.602051,40.651881,37.630728,39.166406
Costa Rica,1.270733,1.42169,1.626799,1.574019,1.735515,1.799162,2.278234,2.441623,2.428537,2.155856,2.015398,1.682188,1.72723,1.842871,1.946096,2.054438,2.201457,2.306935,2.628473,2.603601,2.759831,3.847132,3.811091,4.44677,4.438795,4.171403,4.091782,4.551688,4.56463,4.496769,4.790825,5.016811,5.23854,5.318104,5.447811,5.982918,6.618268,6.678591,6.358453,6.60128,6.861355,6.892751,7.191523,7.22599,6.915166,7.457652,7.537061,7.633197
Cuba,20.329285,19.695344,21.294791,23.132902,23.65274,24.579621,26.971326,29.125833,29.230547,29.950407,29.820877,29.878194,32.673243,34.031457,31.53019,32.128387,34.007594,35.944506,37.380612,33.382209,26.035444,20.902825,19.272004,20.703311,22.013991,24.191044,26.135766,25.612766,25.81912,26.10922,25.231471,23.990668,23.1283,22.759986,23.531122,23.323618,23.908666,23.168719,24.010026,27.390316,25.852361,26.106404,24.583438,23.92984,24.467237,25.558017,23.048952,22.529129
Curaçao,14.514366,14.112515,15.607217,14.122548,10.195285,10.847666,10.981704,9.270318,9.180926,8.676232,8.040503,7.294269,6.827286,6.689144,4.497631,4.295493,3.963707,3.457732,2.955082,2.664753,2.764218,2.860177,2.324581,2.627618,2.633531,2.660956,5.261618,5.43361,5.400826,5.620901,5.657879,5.412247,5.428458,5.669472,5.977663,5.883453,6.392661,6.327339,5.930754,4.378255,5.626436,5.090717,4.645371,5.217532,5.271328,4.510083,3.487808,2.782642
Dominican Republic,3.485648,4.572649,4.636073,4.998163,5.213329,5.347045,5.677994,5.829988,6.150973,6.329212,6.000195,5.794147,6.73456,7.041696,5.687594,7.001269,7.516677,7.896363,8.644122,7.3617,7.22366,8.583633,8.449186,10.441403,11.026209,11.771322,13.459099,15.578241,16.493627,17.251052,17.168785,18.433419,15.29711,13.623221,14.821136,14.901418,14.64047,14.421747,14.177368,14.225693,14.100077,14.324315,13.84581,13.144455,14.996528,16.366868,14.976366,16.363053
Ecuador,3.494978,3.521572,3.967888,5.235338,5.935604,6.862997,8.096243,9.238904,9.699261,10.407166,11.801047,11.823018,11.093483,11.188183,11.665556,11.915399,11.624474,12.291645,12.022618,13.321492,13.914198,14.826013,14.044413,14.908078,16.691131,19.21079,20.43657,20.406811,17.882238,18.30738,20.320487,20.2117,20.306642,21.501472,23.178437,24.842462,25.080811,25.672587,28.213428,30.584241,31.176337,32.079007,34.287745,35.968642,35.861304,34.116848,33.105007,35.130479
El Salvador,1.304512,1.532042,1.688563,1.698276,1.929707,1.952711,2.012502,2.022079,1.934277,1.593082,1.497442,1.481764,1.48992,1.5179,1.640679,1.621674,2.000047,2.088096,2.037808,2.106603,2.773216,3.173513,3.550084,4.091331,4.576725,3.980735,4.879815,5.208207,5.163073,5.175154,5.368897,5.379672,5.927384,6.150474,6.368924,6.698948,7.10474,6.390357,6.194722,6.029004,6.259917,6.23234,5.986503,6.201503,6.610791,6.780863,5.994237,6.42057
Guatemala,2.26419,2.49315,2.630933,2.714006,3.015686,2.897052,3.342738,3.75494,4.21527,4.160239,3.584444,3.179568,2.739092,3.094064,3.183813,2.319766,2.719942,2.905737,3.037567,3.206929,3.410717,4.225832,4.627181,4.917245,5.85899,5.719038,6.002673,7.645175,7.479987,8.057556,8.099334,8.676899,8.816058,8.807302,9.538684,9.494551,10.311465,9.146518,10.541808,9.148125,9.419885,9.423434,9.435057,9.976173,11.238254,11.700162,11.497692,12.543304
Haiti,0.378568,0.355967,0.365385,0.408776,0.412844,0.569452,0.595034,0.645046,0.651935,0.62034,0.521503,0.580845,0.625137,0.647337,0.647255,0.69664,0.768968,0.810734,0.905516,0.90486,0.832776,0.751479,0.651536,0.189015,0.902323,1.058212,1.274188,1.30995,1.381721,1.473308,1.514221,1.705446,1.689309,1.542671,1.581574,1.600898,1.92908,1.910092,1.872782,2.340163,2.677973,2.386207,2.611995,2.943579,3.202916,3.28704,3.248729,3.212247
Honduras,1.123192,1.158467,1.266173,1.249289,1.327971,1.421382,1.578267,1.584455,1.681809,1.695725,1.608792,1.595442,1.762725,1.864606,1.671582,1.698451,1.897338,2.092553,2.315868,2.174332,2.160277,2.460257,2.598819,2.997018,3.572533,3.518041,3.617867,4.321199,4.223846,4.158224,4.990563,5.276053,5.833685,6.603835,6.371568,7.191573,7.71719,7.648654,7.184672,7.313838,7.836533,8.11641,8.334929,8.436786,8.892418,8.600832,8.343204,9.114703
Jamaica,7.669716,7.627309,8.172027,8.068342,7.087567,6.329946,6.959163,7.135733,6.86022,6.672568,6.613605,5.585654,5.630447,5.248246,4.682808,4.461181,4.619027,4.812112,6.092027,7.118814,7.178918,7.7464,7.963765,8.025963,8.282763,8.617043,8.796739,9.288505,9.563018,9.661054,9.687686,9.756611,10.073694,10.029844,10.137648,11.667338,11.665032,9.201278,7.339761,7.017629,7.112558,6.597009,7.00346,6.785564,6.637,7.090304,6.468983,7.788113
Nicaragua,1.489616,1.526743,1.6687,1.837817,1.852741,2.12521,2.611266,2.356863,1.566612,1.797992,1.880149,1.867058,1.959579,1.790694,1.802587,2.131563,2.216532,1.922373,1.568553,1.83922,1.816071,2.116121,2.089146,2.392728,2.513712,2.66239,2.85883,3.358084,3.392318,3.542102,3.708131,3.832414,4.164388,4.282777,4.087383,4.295448,4.453252,4.252752,4.184998,4.27726,4.492743,4.445077,4.236046,4.487221,4.999815,5.108276,5.129923,4.940499
Panama,2.481572,2.638153,2.885241,2.965828,3.094169,3.092588,3.070677,2.902162,3.059528,2.91099,2.522492,2.961885,3.394105,2.813344,2.592912,2.676041,2.973372,2.351216,2.458449,2.485318,2.885552,3.408169,3.420323,3.641042,3.967187,3.865585,4.198832,5.257175,4.542149,4.731329,5.715886,4.986083,5.154759,5.178421,6.685344,7.063445,7.056916,6.565418,8.034771,8.601078,8.722343,8.772482,8.851306,9.572718,8.982217,9.151893,9.181593,8.227261
Paraguay,0.571145,0.630896,0.703103,0.666169,0.703543,0.779567,1.117867,1.401695,1.346566,1.347049,1.308657,1.311697,1.249112,1.395992,1.422914,1.467409,1.611565,1.844501,1.830604,1.929829,1.884365,2.254322,2.6075,3.070872,3.489665,3.44839,3.833791,4.019593,4.026969,3.281664,3.414675,3.589508,3.712996,3.763342,3.472665,3.604743,3.736907,3.951832,4.100728,4.791954,5.013285,4.881487,5.082017,5.371928,6.00614,6.7973,7.650763,8.050609
Peru,14.171375,14.256124,14.943843,16.134315,16.792452,16.980763,16.725066,16.863478,17.627427,18.686733,19.247824,19.060347,16.456653,17.00665,15.994275,17.206912,18.994676,19.295216,17.491896,17.502097,16.612501,17.228476,18.105462,18.797508,21.315508,23.141895,23.113706,21.780865,24.071578,22.805099,20.881788,21.107099,20.417475,23.080291,21.088844,20.604342,20.550118,23.796355,24.780465,25.075447,26.434783,25.304946,26.966939,26.194106,28.034441,29.637699,30.121039,30.419526
Suriname,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.453535,1.484431,1.080105,1.199083,1.358607,1.652793,1.494424,1.375903,1.420054,1.418218,1.718136,1.915242,2.388556,2.229507,2.583306,2.688002,2.243586,2.066308,2.013522
Trinidad and Tobago,2.571199,2.605849,2.977926,2.719385,2.318832,2.607317,3.056971,2.815615,2.673894,2.477726,2.31722,2.434365,2.182882,2.264395,2.190131,2.273178,2.236129,2.145178,2.026734,2.056337,2.224662,2.399466,2.06456,2.182729,2.151197,2.254495,2.366464,2.481959,2.489541,2.285119,2.327971,2.369628,2.71016,2.663366,3.565587,3.655607,3.946965,3.958506,4.064673,4.251511,4.122505,3.933315,3.916006,4.263212,4.374518,3.973842,4.016767,3.411875
Uruguay,4.912043,5.362447,5.002281,4.811302,5.108086,5.21513,5.105219,5.27063,5.732336,5.137088,4.87637,4.563867,3.6374,3.25651,3.063835,3.007358,3.386372,4.404752,4.773146,3.604796,4.124456,4.521218,4.240086,3.923673,4.400504,5.125083,5.186822,5.359816,6.363165,5.05437,4.40891,4.027027,3.905016,4.991173,4.964826,5.854517,5.393577,7.323537,7.121513,5.804732,7.060022,8.058692,6.913128,6.067752,6.194175,6.112459,5.644151,6.095405
Venezuela,28.395936,29.591207,33.48966,34.430917,35.293589,38.038696,37.893018,44.204564,49.947455,56.216975,57.795734,57.193036,56.660861,53.000857,53.140627,52.437945,50.804431,52.799281,54.841397,54.111708,52.915172,54.672308,58.359198,56.957362,58.727999,59.312249,63.812765,63.050296,66.26559,68.978065,78.177572,84.380019,75.712686,81.196552,86.68657,89.653105,89.484793,92.91389,95.067728,106.822682,105.50058,113.604731,111.141038,109.436348,93.354077,82.101487,76.406489,69.441519
Other Non-OECD Americas,8.063513,9.372352,10.268561,8.444278,10.755906,9.475592,10.503265,10.898395,10.220565,10.151486,10.498044,9.501252,8.525058,9.226258,9.170904,9.851342,11.062732,11.460682,11.955081,12.35492,12.649137,12.295117,12.431116,12.740603,13.317327,13.38033,13.558933,13.798868,14.019987,13.021885,13.286546,12.794055,13.079897,13.53606,12.966335,12.874259,13.651975,13.488782,14.017417,14.969167,10.562908,12.159218,12.778585,12.33445,12.225566,12.428241,12.209408,11.856723
Non-OECD Americas,286.187405,297.417403,328.963967,339.778232,343.425176,364.59004,377.770745,396.608718,414.798352,415.198858,399.65293,389.936033,378.838667,370.19072,361.030663,382.599789,396.648514,404.151663,405.636588,401.434752,402.819016,414.924281,424.228753,438.750723,467.524201,497.41831,528.407838,542.83269,543.516048,541.93453,550.644691,545.639286,529.778656,556.297589,566.732303,585.080397,610.033799,626.230793,619.607834,667.92734,691.892965,724.245498,740.88561,751.439138,724.051878,701.272391,682.682783,660.458042
Bahrain,1.110141,1.075557,1.112532,1.159796,1.141301,1.274939,1.541044,1.573563,1.546662,1.525753,1.674094,1.532062,1.539334,1.64428,1.601984,1.780157,1.792027,1.850856,1.887144,1.968326,2.01774,2.159846,2.213851,2.197559,2.250879,2.324983,2.473716,2.598405,2.345128,2.424695,2.449179,2.670436,2.86341,3.055966,3.470866,4.198638,4.09638,4.05458,3.604847,3.836422,3.623021,3.874659,3.917525,4.00098,4.389801,4.433607,4.498514,4.664062
Islamic Rep. of Iran,32.963419,36.0458,43.337563,49.487388,57.804501,66.648387,76.037912,78.03648,84.248811,77.94952,79.513585,87.316195,106.301471,114.548026,126.499743,116.753893,121.921635,124.552097,132.456568,136.242359,143.686357,155.598791,151.8066,167.991822,166.442575,173.836706,176.756726,171.509825,185.04603,190.825131,199.888908,198.718794,198.081618,205.628158,223.383691,236.334745,241.094015,237.198486,243.102986,221.600926,225.433928,232.574458,252.099436,235.551078,208.640996,186.844989,184.522246,191.446412
Iraq,8.5334,9.692362,9.486176,10.544287,12.372959,15.233922,17.108923,19.456168,22.254521,23.775449,24.068261,25.860456,30.49117,32.656187,36.343523,40.733933,42.091637,44.531085,48.988646,48.61352,40.043902,62.050414,82.951581,92.725978,89.062864,91.255341,108.336955,73.533746,54.805917,64.459792,74.984017,70.599431,66.592187,70.9548,69.683789,64.029431,58.198353,66.431869,83.241293,93.736804,97.873196,114.297481,123.558723,128.436445,117.955048,124.288346,118.939345,127.432984
Jordan,1.351478,1.502173,1.721909,1.829317,2.151025,2.641021,2.798023,3.364461,3.464197,4.311927,5.259262,5.988904,6.531471,7.079123,7.474582,8.238996,8.68386,8.411899,8.390889,8.935966,8.985844,10.385085,10.474268,10.881046,11.68445,11.971713,12.562826,13.044109,13.076472,14.730428,14.54623,15.109842,14.981918,14.387816,15.21531,14.071759,13.921623,12.108349,12.03671,13.425473,17.765665,20.194162,19.334961,21.809844,18.494312,14.304582,15.850834,14.133861
Kuwait,4.054292,4.592614,4.602757,4.671529,5.149585,5.722314,6.60579,7.939094,9.029778,13.112482,16.433962,22.212618,23.043476,22.927102,26.785984,27.705275,28.432634,32.975449,37.978261,15.99942,5.937678,12.449007,11.445388,14.60997,14.28929,13.369786,14.547791,20.219843,25.573573,27.360078,31.425855,34.834921,33.746466,35.838891,41.150997,43.49894,44.365456,47.228165,50.183974,49.281513,47.376787,47.466681,48.353782,46.687735,46.075866,45.388976,44.625919,44.202295
Lebanon,4.570047,4.963943,6.339712,6.455584,5.676705,5.229898,4.595306,5.785947,6.282223,6.635452,6.316046,4.670182,5.194783,5.456357,6.61405,7.061642,7.231645,5.473164,5.514276,5.514276,6.948884,6.897845,9.844666,10.826188,12.358603,12.817514,14.758174,14.397821,15.177381,13.518204,14.679244,14.636579,14.586295,14.740717,14.006287,13.698117,12.256313,15.807127,18.739639,17.206052,17.94257,20.426616,20.181884,21.883498,23.962018,24.792906,26.253227,24.689839
Oman,0.256418,0.262776,0.290807,0.448978,0.72224,1.117322,1.310465,1.24304,1.301404,1.514877,1.599844,1.889722,2.565848,3.101973,3.496976,3.598623,3.41,3.59061,3.716805,5.219347,9.092346,8.548446,7.339863,7.003207,7.931711,7.546754,6.455553,6.382269,8.062056,8.705273,9.718585,11.156991,11.221027,10.98308,10.384033,11.792525,13.518114,11.91919,10.988719,11.481101,13.906127,15.323476,16.319916,17.647293,18.348615,18.793623,18.671868,18.75149
Qatar,0.302668,0.359304,0.425009,0.504357,0.687377,0.877235,1.18003,1.188757,1.200974,1.414487,1.367258,1.658068,1.539958,1.534111,1.598393,1.622696,1.653026,1.730613,1.995301,1.896192,1.788238,1.888942,2.083185,2.247474,2.401657,2.580955,2.763828,2.921098,2.654009,2.766157,3.050677,5.841019,5.185959,5.552657,6.576586,7.657766,10.667697,12.306852,11.022786,12.473271,11.202785,13.752994,13.205994,16.034256,15.027134,16.124738,17.259085,19.408793
Saudi Arabia,9.974936,11.345567,13.958981,15.640816,17.087282,19.032718,26.155428,42.294186,60.872496,78.505146,89.862887,99.876561,110.873851,90.748417,88.978977,88.380989,97.965255,103.604887,99.966831,107.904375,113.038111,121.501039,129.876896,137.989765,136.997827,147.027048,147.483567,159.049917,165.398249,167.841434,168.499596,173.122606,181.683916,189.911258,196.522946,210.184705,225.117498,244.997431,266.939999,288.276446,301.874465,318.780774,325.083425,355.031688,375.171346,365.48548,345.484178,318.292478
Syrian Arab Republic ,5.415599,5.137799,4.919509,6.979377,8.252313,9.214419,9.978639,10.063871,13.258026,12.222531,13.750757,16.46704,19.388734,21.775328,19.227512,20.210066,23.046466,22.655849,20.909976,24.014403,26.584417,24.957742,25.337121,26.22324,27.125298,29.885151,28.629006,30.65279,29.678224,29.611472,30.210771,30.67732,30.044825,33.324302,44.532606,47.248746,51.427115,53.026649,44.858126,41.540635,40.143501,32.787416,19.58597,16.984459,16.437534,18.485832,20.488488,19.518254
United Arab Emirates,0.405693,0.541894,0.770518,1.010627,1.650451,2.550938,3.947652,4.353897,5.913638,9.533252,11.098796,12.723352,12.973725,15.761652,15.706106,15.814062,16.605203,17.513745,17.939385,18.553565,19.043913,19.620597,20.916609,20.843944,20.814779,19.267639,19.506413,19.4473,19.757242,20.986499,22.398107,24.206034,26.271286,26.658416,28.390308,29.698502,30.521941,32.413061,35.238373,36.616112,36.992165,37.634464,41.928821,42.9725,39.174723,43.317179,49.312942,45.059902
Yemen,1.202551,1.454611,1.861904,1.843756,1.752491,2.178356,2.194749,2.43593,2.635676,3.477099,3.497697,3.995751,4.426258,4.525293,4.857042,5.140599,5.645353,6.087412,6.338936,6.296831,8.146404,8.801143,7.796089,8.156052,9.436415,9.670132,10.359396,11.262898,12.599914,13.348566,14.517273,14.56285,16.84238,17.846268,18.836222,18.893315,20.003286,21.137365,22.519804,20.050652,17.495017,15.456546,21.401686,20.86558,9.737749,8.237803,7.75502,7.5048
Middle East,70.140642,76.9744,88.827377,100.575812,114.44823,131.721469,153.453961,177.735394,212.008406,233.977975,254.442449,284.190911,324.870079,321.757849,339.184872,337.040931,358.478741,372.977666,386.083018,381.15858,385.313834,434.858897,462.086117,501.696245,500.796348,521.553722,544.633951,525.020021,534.174195,556.577729,586.368442,596.136823,602.101287,628.882329,672.153641,701.307189,725.187791,758.629124,802.477256,809.525407,831.629227,872.569727,904.972123,927.905356,893.415142,870.498061,853.661666,835.10517
IEA/Accession/Association,4968.588947,5346.706796,5755.774941,5585.19694,5454.835058,5828.157568,6028.452618,6180.549076,6158.464633,5753.899368,5418.73971,5187.915183,5075.324132,5165.684616,5115.766412,5269.332514,5347.364017,5550.00666,5655.500969,5643.90782,5705.311204,5842.180392,5963.981327,6099.788254,6178.928804,6353.25917,6553.174562,6632.182104,6757.240992,6791.853814,6832.72786,6755.825179,6894.804331,7115.061602,7148.172293,7089.590485,7128.47358,6957.52743,6717.77442,6962.817494,6906.432339,6960.322398,7059.071071,7004.993207,7214.159353,7281.135632,7371.175522,7419.988111
European Union - 28,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1594.390211,1621.978951,1618.031751,1610.098158,1600.714227,1611.208508,1657.108703,1643.005694,1668.569311,1648.521849,1608.205541,1642.667335,1624.189634,1638.046334,1635.26978,1625.302263,1611.702475,1556.345749,1542.627711,1461.297522,1438.175188,1384.147179,1339.942792,1306.874309,1286.395727,1319.877838,1331.202997,1339.359791,1323.379857
G7,3862.744306,4153.714652,4448.486425,4253.744774,4067.312709,4302.43482,4449.963293,4514.536818,4446.409385,4069.137019,3791.053748,3612.361825,3536.169407,3618.838324,3552.012043,3640.238364,3673.272857,3811.155058,3837.8748,3751.579773,3724.882672,3780.922179,3798.684696,3858.125664,3816.339923,3893.627629,4001.043958,4087.087257,4106.445131,4078.722693,4098.288074,3989.700398,4045.248967,4081.850419,4085.499816,3980.513156,3916.441744,3732.444729,3531.717222,3590.424331,3469.670625,3406.196531,3432.015397,3358.868282,3422.966791,3410.670297,3384.848542,3399.545212
G8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4370.28284,4340.046213,4323.946266,4280.3464,4230.100992,4157.276621,4214.256727,4311.268091,4402.747167,4417.597197,4396.804692,4413.75021,4294.721545,4349.139019,4383.071926,4379.489582,4285.596374,4226.09168,4052.671366,3828.658632,3887.955162,3798.451989,3734.061192,3747.134099,3694.867227,3752.468436,3720.354461,3707.153822,3702.548593
G20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6358.427042,6399.568405,6454.072043,6511.119123,6529.801927,6561.226364,6723.903222,6914.184894,7025.529935,7140.045714,7177.672867,7222.156751,7129.636963,7278.370553,7491.930691,7524.427859,7498.713517,7556.817605,7419.854526,7170.334042,7436.705391,7420.866229,7486.15901,7576.534509,7577.373391,7805.219355,7837.710165,7915.439691,7916.373068
Africa,100.278896,110.645201,118.155903,123.671568,132.057684,144.358274,153.437011,163.571372,169.5672,182.577482,193.154529,199.674281,208.891374,214.082001,216.35669,215.852461,226.190204,236.542439,240.601207,242.726559,247.294594,256.864545,253.797898,250.752507,264.347534,273.837635,288.684217,292.686573,303.148603,301.679755,312.290783,325.126123,328.986679,353.387475,366.584241,374.447452,386.64199,412.475611,429.229336,453.455868,452.575307,483.984697,518.963483,538.806681,545.512625,540.671489,536.861894,557.960742
Americas,2565.203049,2761.300804,2914.78927,2840.185196,2757.478277,2952.481312,3114.815173,3149.126036,3093.270337,2907.621256,2769.189641,2668.37125,2592.636051,2634.21699,2640.477566,2727.170169,2785.577017,2884.461838,2914.598655,2758.73924,2712.759445,2767.195545,2811.973094,2893.374407,2862.169428,2964.629587,3154.474335,3277.852154,3299.470441,3321.298491,3355.845571,3243.290265,3294.25845,3388.45529,3432.001394,3387.202293,3421.234475,3298.246104,3168.370834,3282.897735,3184.858293,3162.937446,3235.536931,3216.806113,3262.54247,3257.661823,3227.42311,3261.454735
Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2221.394164,2284.524295,2407.950108,2514.502607,2609.409056,2736.343535,2809.863212,2882.639713,2804.635262,2929.375812,2999.919278,2998.0219,3060.693811,3119.535852,3292.914655,3341.333989,3386.373623,3494.734136,3489.376538,3493.075694,3685.154992,3809.609577,3985.469438,4080.520527,4101.091055,4225.265206,4285.851275,4369.604067,4376.126111
Europe,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2554.140463,2563.075639,2394.153946,2281.489813,2135.52253,2114.937237,2118.297832,2098.105084,2122.667321,2079.53755,2039.542839,2077.031794,2049.478545,2064.619016,2063.304858,2046.745891,2049.897609,1997.720966,1994.441165,1892.412129,1865.727847,1838.047629,1792.622399,1746.370746,1738.149034,1761.041883,1755.967575,1773.304995,1737.934481
Oceania,76.675678,77.989268,85.288599,96.531093,94.423185,95.840172,100.119587,100.60248,101.443863,99.308324,96.568236,95.064848,90.236503,92.810863,91.659885,91.421691,93.760299,96.2616,99.61894,102.109696,100.134607,100.907045,102.436599,105.947356,109.865748,113.359167,114.761125,116.085666,117.990527,123.333559,123.111327,125.146368,131.855755,136.288499,136.709689,138.019397,139.912912,143.512946,141.33017,147.347761,153.622377,155.278323,161.848643,161.513563,162.37633,163.079546,166.567904,170.193611
